ROW_NUMBER,TRANSACTION_TYPE,ERRORS,DATA_SOURCE_IP,DATA_DEST_IP,DATA_IAT_VARIANCE,DATA_DNS_ENTROPY,DATA_BYTE_STABILITY,DATA_RISK_SCORE
197,unknown,Cannot determine transaction type from row data,192.168.1.82,10.0.0.10,0.05802912260622787,4.98547578634674,0.07570592676112234,0.9786356731292921
198,unknown,Cannot determine transaction type from row data,192.168.1.41,10.0.0.36,46.20389015057057,1.4918441480702909,0.9625658202169955,0.20410753062701587
199,unknown,Cannot determine transaction type from row data,192.168.1.79,192.168.1.80,16.569226895537774,1.892033135289679,3.9911213110683024,0.3300207514390114
200,unknown,Cannot determine transaction type from row data,192.168.1.97,192.168.1.2,53.539341720078,1.3650170688808425,4.210313211035752,0.13165245931561226
201,unknown,Cannot determine transaction type from row data,192.168.1.66,10.0.0.3,43.12566674524745,2.842881456019733,0.6853257287567225,0.23793105584050014
202,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.61,6.737237965410312,3.0724244924873796,0.7338707764316259,0.19404075400236395
203,unknown,Cannot determine transaction type from row data,192.168.1.76,192.168.1.8,0.05039906815690188,5.175134088912422,0.061225798588115804,0.8662556274177697
204,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.84,37.86117244475616,2.7676651068377236,2.664067241520432,0.023856396071440737
205,unknown,Cannot determine transaction type from row data,192.168.1.60,10.0.0.6,44.865460793073204,2.3865572966203574,3.4263238364305426,0.17295483571593767
206,unknown,Cannot determine transaction type from row data,192.168.1.19,192.168.1.55,45.93534860772256,2.9436655579462423,2.45144900280375,0.024844963620502803
207,unknown,Cannot determine transaction type from row data,192.168.1.44,192.168.1.82,40.92946605805316,1.8646292507102178,2.941153860737154,0.17771412790649185
208,unknown,Cannot determine transaction type from row data,192.168.1.28,192.168.1.35,28.0119883767209,1.6071565606844853,4.282035828246201,0.06922573443660623
209,unknown,Cannot determine transaction type from row data,192.168.1.85,192.168.1.24,24.02642459008296,1.9420775259692054,4.94442303681226,0.023637125080244042
210,unknown,Cannot determine transaction type from row data,192.168.1.49,192.168.1.96,6.616694516607901,1.9910303396980304,3.227849211025272,0.21322601218699386
211,unknown,Cannot determine transaction type from row data,192.168.1.36,192.168.1.6,59.56733239873698,1.76770905721729,2.1161796334980414,0.14050803163505074
212,unknown,Cannot determine transaction type from row data,192.168.1.18,192.168.1.40,17.968565167756545,2.752000414070859,2.323895823885845,0.21463083044508288
213,unknown,Cannot determine transaction type from row data,192.168.1.42,192.168.1.14,0.015297179264049693,5.281577640054369,0.049227785644803485,0.8093354578567625
214,unknown,Cannot determine transaction type from row data,192.168.1.60,10.0.0.25,33.31495446613296,1.9184667387995313,3.1682788314571733,0.06559811667890773
215,unknown,Cannot determine transaction type from row data,192.168.1.89,192.168.1.28,41.12051654977107,1.8503801284493897,3.980629065589703,0.05449704464423894
216,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.47,53.604031831341395,2.0840487475657152,1.9890021334512737,0.16258437510267704
217,unknown,Cannot determine transaction type from row data,192.168.1.76,192.168.1.94,29.718860936755572,2.3757687422207736,4.768625096831451,0.09585944590564253
218,unknown,Cannot determine transaction type from row data,192.168.1.84,192.168.1.28,45.50211082861023,2.52760905524361,2.6358389408741623,0.297017952649527
219,unknown,Cannot determine transaction type from row data,192.168.1.44,192.168.1.56,52.75492042822923,1.6116824200735365,1.0036382872897756,0.10171486791577646
220,unknown,Cannot determine transaction type from row data,192.168.1.2,192.168.1.37,0.004108139712812263,4.18316487101504,0.04521990282834353,0.9741300042066972
221,unknown,Cannot determine transaction type from row data,192.168.1.69,192.168.1.12,59.26465676273658,3.130237392872091,0.5222299142048432,0.3336160070439012
222,unknown,Cannot determine transaction type from row data,192.168.1.50,192.168.1.29,30.01069205986225,2.2311920571585,2.699809611156141,0.23673384756567548
223,unknown,Cannot determine transaction type from row data,192.168.1.84,10.0.0.28,12.894829912166607,3.0796395838536834,3.7980451325360383,0.0652098441851891
224,unknown,Cannot determine transaction type from row data,192.168.1.85,10.0.0.29,13.589011463569566,1.6691225866696573,4.835060747691796,0.09680421840766681
225,unknown,Cannot determine transaction type from row data,192.168.1.65,192.168.1.55,0.030569444604043622,4.026273986293093,0.02441472904223743,0.9494105259220094
226,unknown,Cannot determine transaction type from row data,192.168.1.47,10.0.0.13,56.202178252883776,2.5790535020631222,3.5443102359976093,0.08332955181522382
227,unknown,Cannot determine transaction type from row data,192.168.1.80,10.0.0.42,40.817813737282066,1.4131860606159814,3.460303870713662,0.3498006667620266
228,unknown,Cannot determine transaction type from row data,192.168.1.70,192.168.1.63,0.03314572889710678,5.3061301755058885,0.07823854840582735,0.8860839026368003
229,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.68,47.08549755056816,3.0513496617614235,2.4717755588539445,0.316467720860071
230,unknown,Cannot determine transaction type from row data,192.168.1.13,192.168.1.23,49.98088188962619,1.4404181107412168,2.950200940823823,0.011957944569361334
231,unknown,Cannot determine transaction type from row data,192.168.1.15,192.168.1.65,26.789498038509045,2.590934413379724,2.2485114557165558,0.1625558316916604
232,unknown,Cannot determine transaction type from row data,192.168.1.49,192.168.1.35,9.0257758072644,2.4068971867627558,3.506957593497573,0.2206267176432689
233,unknown,Cannot determine transaction type from row data,192.168.1.46,192.168.1.9,52.48335072645039,2.238163570272436,2.6563184493337895,0.01871830237418813
234,unknown,Cannot determine transaction type from row data,192.168.1.26,192.168.1.12,33.96430884979277,1.6921393175959965,2.6451296376852165,0.14408421009823907
235,unknown,Cannot determine transaction type from row data,192.168.1.87,192.168.1.70,44.35199989046009,2.2424682649706686,4.200770384676762,0.15649311112293132
236,unknown,Cannot determine transaction type from row data,192.168.1.80,192.168.1.47,57.50630165183191,2.5093861628626963,2.210335290217424,0.07703240303477829
237,unknown,Cannot determine transaction type from row data,192.168.1.13,192.168.1.19,31.72294675524791,1.7135531354410158,1.7819280588286528,0.11447858807493742
238,unknown,Cannot determine transaction type from row data,192.168.1.28,192.168.1.35,9.929448653521817,2.635271571817259,2.299573430618703,0.3420865811452768
239,unknown,Cannot determine transaction type from row data,192.168.1.90,192.168.1.89,11.777245979469132,2.9188315865611782,4.0990149294080975,0.0727589440425912
240,unknown,Cannot determine transaction type from row data,192.168.1.63,192.168.1.56,15.187564560107532,3.035504978342755,2.4103734133836285,0.039593247279803935
241,unknown,Cannot determine transaction type from row data,192.168.1.54,10.0.0.29,33.957455678457954,1.4246086888224383,0.5116280668024207,0.2269149699697212
242,unknown,Cannot determine transaction type from row data,192.168.1.21,10.0.0.37,40.563325238257306,1.5495468856547543,2.123476335997699,0.3180029756278385
243,unknown,Cannot determine transaction type from row data,192.168.1.24,192.168.1.49,47.9289033384124,1.7496120710962721,4.201764433311553,0.15407100624057934
244,unknown,Cannot determine transaction type from row data,192.168.1.74,192.168.1.89,39.312262857211515,2.103535357474458,3.1397380842896334,0.06712483063325356
245,unknown,Cannot determine transaction type from row data,192.168.1.99,10.0.0.8,16.92068900499266,1.3914291110403234,0.6063736372085138,0.22827031015071042
246,unknown,Cannot determine transaction type from row data,192.168.1.92,192.168.1.11,26.499829774803306,2.388952670372346,2.7354508648662623,0.34584707687306165
247,unknown,Cannot determine transaction type from row data,192.168.1.35,192.168.1.7,27.237532245736066,2.0563992298512295,3.729189945461793,0.24542829145028566
248,unknown,Cannot determine transaction type from row data,192.168.1.24,192.168.1.46,44.838634942080766,2.3567738340128184,1.7337229995191263,0.03700258545625544
249,unknown,Cannot determine transaction type from row data,192.168.1.97,10.0.0.31,25.182584356264037,1.8871209495514079,3.2772010252804105,0.16041937840342763
250,unknown,Cannot determine transaction type from row data,192.168.1.60,10.0.0.30,8.846238314018876,2.480336447656332,1.7201634642508317,0.2115560771621637
251,unknown,Cannot determine transaction type from row data,192.168.1.67,192.168.1.44,23.315105218200888,2.53897391039638,4.973627125495254,0.23502532454878872
252,unknown,Cannot determine transaction type from row data,192.168.1.81,192.168.1.35,30.5863086756045,1.3202846852015704,3.0303356714505942,0.33559259673182923
253,unknown,Cannot determine transaction type from row data,192.168.1.77,192.168.1.31,14.376286599565464,2.0189557060104075,2.402101010282853,0.2894141909263695
254,unknown,Cannot determine transaction type from row data,192.168.1.12,10.0.0.45,58.96800058893671,2.149773087012437,2.2213682610980374,0.05074186068599976
255,unknown,Cannot determine transaction type from row data,192.168.1.5,10.0.0.4,18.401119383512665,2.5431168872260743,0.9181811497072547,0.09739607058690715
256,unknown,Cannot determine transaction type from row data,192.168.1.72,192.168.1.32,50.433719663889065,2.7640561753407717,3.689351139843394,0.022294529378419116
257,unknown,Cannot determine transaction type from row data,192.168.1.97,10.0.0.14,25.9500239031043,1.892643537178007,1.5757489948876953,0.18330624389557737
258,unknown,Cannot determine transaction type from row data,192.168.1.67,192.168.1.55,48.245177621640195,2.349174764635533,3.0495891297713835,0.1429545394397793
259,unknown,Cannot determine transaction type from row data,192.168.1.12,192.168.1.49,49.95973396701554,1.9612465869531601,4.450884442002813,0.3051392746365331
260,unknown,Cannot determine transaction type from row data,192.168.1.6,192.168.1.67,21.757352650392242,1.3618385661025043,2.3134108044432264,0.06899833509541294
261,unknown,Cannot determine transaction type from row data,192.168.1.2,192.168.1.20,56.30019072619402,2.35032670099325,2.6570949806203332,0.11666741500599265
262,unknown,Cannot determine transaction type from row data,192.168.1.95,192.168.1.14,54.40438950109883,2.8586648102825674,1.9288915154453168,0.33395115938444003
263,unknown,Cannot determine transaction type from row data,192.168.1.6,192.168.1.25,11.696905111890114,2.1564680460961445,2.777483996810379,0.08906746184422923
264,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.12,0.035167332388080424,4.46772419962789,0.050614186284024414,0.8554828052718985
265,unknown,Cannot determine transaction type from row data,192.168.1.60,10.0.0.34,5.9728295287291475,2.40510632768573,2.1415919861503827,0.14139668599411
266,unknown,Cannot determine transaction type from row data,192.168.1.5,192.168.1.10,31.653087286037557,2.708507088687726,3.2877398813341445,0.11110071640052521
267,unknown,Cannot determine transaction type from row data,192.168.1.87,192.168.1.83,9.104639788539494,2.765392081488298,1.6942433413468756,0.07044057186942439
268,unknown,Cannot determine transaction type from row data,192.168.1.16,192.168.1.97,59.818326961913726,2.8279405390120376,3.268487472039549,0.11412623106744796
269,unknown,Cannot determine transaction type from row data,192.168.1.52,10.0.0.24,44.837460832216365,2.7841872675210864,2.321592930883399,0.23238577042647934
270,unknown,Cannot determine transaction type from row data,192.168.1.99,192.168.1.7,31.489916559417427,1.5537742902877087,2.2418544215103386,0.33769957366399933
271,unknown,Cannot determine transaction type from row data,192.168.1.55,10.0.0.30,28.02193418931644,2.780675471720296,3.119667034009875,0.24153144126100312
272,unknown,Cannot determine transaction type from row data,192.168.1.39,10.0.0.33,5.66664260541413,1.682402915199083,4.891431897095242,0.28252261804021644
273,unknown,Cannot determine transaction type from row data,192.168.1.45,10.0.0.39,51.439639550678876,1.3961651615684891,2.697085116598002,0.061016545995954644
274,unknown,Cannot determine transaction type from row data,192.168.1.52,10.0.0.12,31.18099711528216,1.9517765702915386,2.275143253565159,0.16621190125803545
275,unknown,Cannot determine transaction type from row data,192.168.1.21,192.168.1.42,57.543407757716054,2.77380677251059,1.9193310308660574,0.2439658000694243
276,unknown,Cannot determine transaction type from row data,192.168.1.60,192.168.1.48,51.24793686842575,1.27685269792465,4.557928964609406,0.1669023379724096
277,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.34,29.75684378308678,1.6539293887307283,4.502259122579799,0.1632106832881177
278,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.69,33.1722056446971,2.560455558416707,0.6875280527107293,0.03882928545557309
279,unknown,Cannot determine transaction type from row data,192.168.1.43,10.0.0.29,8.919120027089223,1.2242169504697749,4.80425629234766,0.2607528422160624
280,unknown,Cannot determine transaction type from row data,192.168.1.58,10.0.0.10,0.07768924665598295,5.413473084509789,0.07838426767676739,0.8351619264616537
281,unknown,Cannot determine transaction type from row data,192.168.1.58,192.168.1.5,50.6793951022662,1.3374256650365355,2.4093359864819965,0.03809000557615135
